sample_name	biosample	amikacin_call
ERR1045717	SAMEA3375876	S
ERR1045718	SAMEA3375877	S
ERR1045719	SAMEA3375878	S
ERR1045720	SAMEA3375879	S
ERR1045721	SAMEA3375880	S
ERR1045722	SAMEA3375881	S
ERR1081288	SAMEA3390633	S
ERR1081289	SAMEA3390634	S
ERR1081290	SAMEA3390635	S
ERR1081291	SAMEA3390636	S
ERR1081292	SAMEA3390637	S
ERR1081293	SAMEA3390638	S
ERR1081294	SAMEA3390639	S
ERR1081295	SAMEA3390640	S
ERR1081296	SAMEA3390641	S
ERR1081297	SAMEA3390642	S
ERR1081298	SAMEA3390643	S
ERR1081299	SAMEA3390644	S
ERR1081300	SAMEA3390645	S
ERR1081301	SAMEA3390646	S
ERR1081302	SAMEA3390647	S
ERR1081303	SAMEA3390648	S
ERR1081304	SAMEA3390649	S
ERR1081305	SAMEA3390650	S
ERR1081307	SAMEA3390652	S
ERR1081308	SAMEA3390653	R
ERR1081309	SAMEA3390654	S
ERR1081310	SAMEA3390655	S
ERR1081311	SAMEA3390656	S
ERR1081312	SAMEA3390657	S
ERR1583682	SAMEA4008290	R
ERR1583684	SAMEA4008292	R
ERR1583685	SAMEA4008293	R
ERR1583686	SAMEA4008294	R
ERR1583687	SAMEA4008295	R
ERR1583688	SAMEA4008296	R
ERR1583689	SAMEA4008297	R
ERR1583690	SAMEA4008298	R
ERR1583691	SAMEA4008299	R
ERR1583692	SAMEA4008300	R
ERR1583693	SAMEA4008301	R
ERR1583695	SAMEA4008303	R
ERR1583696	SAMEA4008304	R
ERR1583697	SAMEA4008305	R
ERR1583698	SAMEA4008306	S
ERR1583699	SAMEA4008307	S
ERR1583700	SAMEA4008308	R
ERR1583701	SAMEA4008309	R
ERR1583702	SAMEA4008310	R
ERR1583703	SAMEA4008311	R
ERR1583704	SAMEA4008312	R
ERR3198363	SAMEA5396654	S
ERR3198364	SAMEA5396655	S
ERR3198365	SAMEA5396656	S
ERR3198366	SAMEA5396657	S
ERR3198367	SAMEA5396658	S
ERR3198368	SAMEA5396659	S
ERR3198370	SAMEA5396661	S
ERR3198371	SAMEA5396662	S
ERR3198372	SAMEA5396663	S
ERR3198373	SAMEA5396664	S
ERR3198374	SAMEA5396665	S
ERR3198375	SAMEA5396666	S
ERR3198376	SAMEA5396667	S
ERR3198377	SAMEA5396669	S
ERR3198378	SAMEA5396670	S
ERR3198379	SAMEA5396671	R
ERR3198380	SAMEA5396672	S
ERR3198381	SAMEA5396673	S
ERR3198382	SAMEA5396674	S
ERR3198383	SAMEA5396675	S
ERR3198384	SAMEA5396676	S
ERR3198385	SAMEA5396677	S
ERR3198386	SAMEA5396678	S
ERR3198387	SAMEA5396679	S
ERR3198388	SAMEA5396680	R
ERR3198389	SAMEA5396681	S
ERR3198391	SAMEA5396683	S
ERR3198392	SAMEA5396684	S
ERR3198393	SAMEA5396685	S
ERR3198394	SAMEA5396686	S
ERR3198395	SAMEA5396687	S
ERR3198397	SAMEA5396689	S
ERR3198398	SAMEA5396690	S
ERR3198399	SAMEA5396691	S
ERR3198400	SAMEA5396692	S
ERR3198401	SAMEA5396693	S
ERR3198402	SAMEA5396694	S
ERR3198403	SAMEA5396695	S
ERR3198404	SAMEA5396696	S
ERR3198405	SAMEA5396697	S
ERR3198406	SAMEA5396698	S
ERR3198407	SAMEA5396699	S
ERR3198408	SAMEA5396700	S
ERR3198410	SAMEA5396702	S
ERR3198411	SAMEA5396703	S
ERR3198412	SAMEA5396704	S
ERR3198413	SAMEA5396705	S
ERR3198414	SAMEA5396706	S
ERR3198415	SAMEA5396707	S
ERR3198416	SAMEA5396708	S
ERR3198417	SAMEA5396709	S
ERR3198418	SAMEA5396710	R
ERR3198419	SAMEA5396711	S
ERR3198420	SAMEA5396712	R
ERR3198421	SAMEA5396713	R
ERR3198422	SAMEA5396714	R
ERR3198423	SAMEA5396715	S
ERR3198424	SAMEA5396716	S
ERR3198425	SAMEA5396717	S
ERR3198427	SAMEA5396719	S
ERR3198428	SAMEA5396720	S
ERR3198429	SAMEA5396721	S
ERR3198430	SAMEA5396722	S
ERR3198431	SAMEA5396723	S
ERR3198432	SAMEA5396724	S
ERR3198433	SAMEA5396725	S
ERR3198434	SAMEA5396726	S
ERR3198435	SAMEA5396727	S
ERR3198436	SAMEA5396728	S
ERR3198437	SAMEA5396729	S
ERR3198438	SAMEA5396730	S
ERR3198439	SAMEA5396731	S
ERR3198440	SAMEA5396732	R
ERR3198441	SAMEA5396733	R
ERR3198442	SAMEA5396734	R
ERR3198443	SAMEA5396735	R
ERR3198444	SAMEA5396736	R
ERR3198445	SAMEA5396737	R
ERR3198446	SAMEA5396738	R
ERR3198447	SAMEA5396739	R
ERR3198448	SAMEA5396740	R
ERR3198449	SAMEA5396741	R
ERR3198450	SAMEA5396742	S
ERR3198451	SAMEA5396743	S
ERR3198452	SAMEA5396744	S
ERR3198453	SAMEA5396745	S
ERR3198454	SAMEA5396746	S
ERR3198455	SAMEA5396747	S
ERR3198456	SAMEA5396748	S
ERR3198457	SAMEA5396749	S
ERR3198458	SAMEA5396750	S
ERR3198459	SAMEA5396751	S
ERR3198460	SAMEA5396752	S
ERR3198461	SAMEA5396753	S
ERR3198462	SAMEA5396754	S
ERR3198463	SAMEA5396755	S
ERR3198464	SAMEA5396756	R
ERR3198465	SAMEA5396757	R
ERR3198466	SAMEA5396758	R
ERR3198467	SAMEA5396759	R
ERR3198468	SAMEA5396760	R
ERR3198469	SAMEA5396761	S
ERR3198470	SAMEA5396762	R
ERR3198471	SAMEA5396763	S
ERR3198472	SAMEA5396764	S
ERR3198473	SAMEA5396765	R
ERR3198474	SAMEA5396766	R
ERR3198475	SAMEA5396767	S
ERR3198476	SAMEA5396768	R
ERR3198477	SAMEA5396769	R
ERR3198478	SAMEA5396770	R
ERR3198479	SAMEA5396771	R
ERR3198480	SAMEA5396772	S
ERR3198481	SAMEA5396773	S
ERR3198482	SAMEA5396774	R
ERR3198483	SAMEA5396775	S
ERR3198484	SAMEA5396776	S
ERR3198485	SAMEA5396777	S
ERR3198486	SAMEA5396778	S
ERR3198487	SAMEA5396779	S
ERR3198488	SAMEA5396780	R
ERR3198489	SAMEA5396781	S
ERR3198490	SAMEA5396782	S
ERR3198491	SAMEA5396783	R
ERR3198492	SAMEA5396784	S
ERR3198493	SAMEA5396785	S
ERR3198494	SAMEA5396786	S
ERR3198495	SAMEA5396787	S
ERR3198496	SAMEA5396788	S
ERR3198497	SAMEA5396789	S
ERR3198498	SAMEA5396790	S
ERR3198499	SAMEA5396791	S
ERR3198500	SAMEA5396792	S
ERR3198501	SAMEA5396793	S
ERR3198502	SAMEA5396794	S
ERR3198503	SAMEA5396795	S
ERR3198504	SAMEA5396796	S
ERR3198505	SAMEA5396797	S
ERR3198506	SAMEA5396798	S
ERR3198507	SAMEA5396799	S
ERR4020051	SAMEA6674986	S
ERR4020052	SAMEA6674987	S
ERR4020053	SAMEA6674988	S
ERR4020054	SAMEA6674989	S
ERR4020055	SAMEA6674990	S
ERR4020056	SAMEA6674991	S
ERR4020057	SAMEA6674992	S
ERR4020058	SAMEA6674993	S
ERR4020059	SAMEA6674994	S
ERR4020060	SAMEA6674995	S
ERR4020061	SAMEA6674996	S
ERR4020062	SAMEA6674997	S
ERR4020063	SAMEA6674998	S
ERR4020064	SAMEA6674999	S
ERR4020065	SAMEA6675000	S
ERR4020066	SAMEA6675001	S
ERR4020067	SAMEA6675002	S
ERR4020068	SAMEA6675003	S
ERR4020069	SAMEA6675004	S
ERR4020072	SAMEA6675007	S
ERR4020073	SAMEA6675008	S
ERR4020075	SAMEA6675010	S
ERR4020076	SAMEA6675011	S
ERR4020077	SAMEA6675012	S
ERR4020079	SAMEA6675014	S
ERR4020080	SAMEA6675015	S
ERR4020081	SAMEA6675016	S
ERR4020082	SAMEA6675017	S
ERR4020083	SAMEA6675018	S
ERR4020084	SAMEA6675019	S
ERR4020085	SAMEA6675020	S
ERR4020086	SAMEA6675021	S
ERR4020087	SAMEA6675022	S
ERR4020088	SAMEA6675023	S
ERR4020089	SAMEA6675024	S
ERR4020090	SAMEA6675025	S
ERR4020091	SAMEA6675026	S
ERR4020092	SAMEA6675027	S
ERR4020093	SAMEA6675028	S
ERR4020094	SAMEA6675029	S
ERR4020095	SAMEA6675030	S
ERR4020096	SAMEA6675031	R
ERR4020097	SAMEA6675032	S
ERR4020098	SAMEA6675033	S
ERR4020099	SAMEA6675034	S
ERR4020100	SAMEA6675035	S
ERR4020101	SAMEA6675036	S
ERR4020102	SAMEA6675037	S
ERR4020103	SAMEA6675038	S
ERR4020104	SAMEA6675039	S
ERR4020105	SAMEA6675040	S
ERR4020106	SAMEA6675041	S
ERR4020107	SAMEA6675042	S
ERR4020108	SAMEA6675043	S
ERR4020109	SAMEA6675044	S
ERR4020110	SAMEA6675045	S
ERR4020111	SAMEA6675046	S
ERR4020112	SAMEA6675047	S
ERR4020113	SAMEA6675048	S
ERR4020114	SAMEA6675049	S
ERR4020115	SAMEA6675050	S
ERR4020116	SAMEA6675051	S
ERR4020117	SAMEA6675052	S
ERR4020118	SAMEA6675053	S
ERR4020120	SAMEA6675055	S
ERR2524300	SAMEA91884418	S
ERR2524302	SAMEA91885918	S
ERR2524303	SAMEA91886668	S
ERR2524312	SAMEA91893418	S
ERR2524313	SAMEA91894168	R
ERR2524314	SAMEA91894918	S
ERR2524315	SAMEA91895668	R
ERR2524316	SAMEA91896418	S
ERR2524323	SAMEA91901668	S
ERR2524324	SAMEA91902418	S
ERR2524325	SAMEA91903168	S
ERR2524326	SAMEA91903918	S
ERR2524327	SAMEA91904668	S
ERR2524328	SAMEA91905418	S
ERR2524329	SAMEA91906168	S
ERR2524330	SAMEA91906918	R
ERR2524331	SAMEA91907668	S
ERR2524332	SAMEA91908418	S
ERR2524333	SAMEA91909168	S
ERR2524334	SAMEA91909918	S
ERR2524335	SAMEA91910668	S
ERR2524336	SAMEA91911418	S
ERR2524337	SAMEA91912168	S
ERR2524338	SAMEA91912918	S
ERR2524339	SAMEA91913668	S
ERR2524340	SAMEA91914418	S
ERR2524341	SAMEA91915168	S
ERR2524342	SAMEA91915918	S
ERR2524343	SAMEA91916668	S
ERR2524344	SAMEA91917418	S
ERR2524345	SAMEA91918168	S
ERR2524346	SAMEA91918918	S
ERR2524347	SAMEA91919668	S
ERR2524348	SAMEA91920418	S
ERR2524349	SAMEA91921168	S
ERR2524350	SAMEA91921918	S
ERR2524351	SAMEA91922668	S
ERR2524352	SAMEA91923418	R
ERR2524353	SAMEA91924168	S
ERR2524354	SAMEA91924918	S
ERR2524355	SAMEA91925668	S
ERR2524356	SAMEA91926418	S
ERR2524357	SAMEA91927168	S
ERR2524358	SAMEA91927918	S
ERR2524359	SAMEA91928668	S
ERR2524360	SAMEA91929418	S
ERR2524361	SAMEA91930168	S
ERR2524362	SAMEA91930918	S
ERR2524363	SAMEA91931668	S
ERR2524364	SAMEA91932418	S
ERR2524365	SAMEA91933168	S
