sample_name	HOST	Instrument	Collection_month	species_paper_subset	State	Premises	isolation_source_cleaned	cleaned_host	binary_host
SRR29543322	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543323	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543324	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543325	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543326	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543327	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543328	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543329	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543330	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543331	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543332	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543333	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543334	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543335	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543336	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543337	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543338	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543339	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543340	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543341	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543342	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543343	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543344	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543345	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543346	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543347	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543348	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543349	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543350	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543351	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543352	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543353	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543354	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543355	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543356	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543357	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543358	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543359	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543360	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543361	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543362	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543363	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543364	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543365	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543366	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543367	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543368	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543369	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543370	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543371	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543372	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543373	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543374	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543375	TURKEY	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29543376	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543377	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543378	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543379	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543380	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543381	TURKEY	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29543382	TURKEY	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29543383	TURKEY	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29543384	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543385	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543386	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543387	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543388	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543389	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543390	TURKEY	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29543391	TURKEY	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29543392	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543393	CATTLE	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29543394	CATTLE	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29694475	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694476	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694477	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694478	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694479	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694480	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694481	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694482	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694483	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694484	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694485	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694486	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694487	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694488	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694489	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694490	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694491	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694492	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cat	cattle
SRR29694493	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cat	cattle
SRR29694494	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694495	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	turkey	cattle
SRR29694496	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	turkey	cattle
SRR29694497	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694498	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694499	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694500	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	turkey	cattle
SRR29694501	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	turkey	cattle
SRR29694502	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	turkey	cattle
SRR29694503	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	turkey	cattle
SRR29694504	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694505	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694506	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694507	Turkey	NextSeq 2000	NA	NA	NA	NA	NA	cattle	bird
SRR29694508	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694509	Turkey	NextSeq 2000	NA	NA	NA	NA	NA	cattle	bird
SRR29694510	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694511	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694512	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694513	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694514	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694515	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694516	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694517	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694518	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694519	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694520	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694521	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	turkey	cattle
SRR29694522	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	turkey	cattle
SRR29694523	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694524	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694525	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694526	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694527	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694528	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694529	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694530	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694531	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694532	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694533	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694534	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694535	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694536	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694537	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694538	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694539	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694540	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694541	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694542	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694543	Turkey	NextSeq 2000	NA	NA	NA	NA	NA	cattle	bird
SRR29694544	Turkey	NextSeq 2000	NA	NA	NA	NA	NA	cattle	bird
SRR29694545	Turkey	NextSeq 2000	NA	NA	NA	NA	NA	cattle	bird
SRR29694546	Turkey	NextSeq 2000	NA	NA	NA	NA	NA	cattle	bird
SRR29694547	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694548	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694549	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694550	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694551	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694552	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694553	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694554	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694555	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694556	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694557	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694558	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694559	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694560	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694561	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694562	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694563	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694564	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694565	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694566	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694567	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694568	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694569	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694570	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694571	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694572	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694573	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694574	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694575	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694576	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694577	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694578	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694579	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694580	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694581	Cat	NextSeq 2000	NA	NA	NA	NA	NA	cattle	NA
SRR29694582	Cat	NextSeq 2000	NA	NA	NA	NA	NA	cattle	NA
SRR29694583	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694584	Turkey	NextSeq 2000	NA	NA	NA	NA	NA	cattle	bird
SRR29694585	Turkey	NextSeq 2000	NA	NA	NA	NA	NA	cattle	bird
SRR29694586	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694587	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694588	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694589	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694590	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29694591	Cattle	NextSeq 2000	NA	NA	NA	NA	NA	cattle	cattle
SRR29740674	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740675	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740676	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740677	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29740678	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29740679	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29740680	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29740681	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29740682	Cattle	Illumina iSeq 100	NA	NA	NA	NA	milk	cattle	cattle
SRR29740683	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740684	Turkey	Illumina iSeq 100	NA	NA	NA	NA	swab	turkey	bird
SRR29740686	Turkey	Illumina iSeq 100	NA	NA	NA	NA	swab	turkey	bird
SRR29740687	Turkey	Illumina iSeq 100	NA	NA	NA	NA	swab	turkey	bird
SRR29740688	Turkey	Illumina iSeq 100	NA	NA	NA	NA	swab	turkey	bird
SRR29740690	Chicken	NextSeq 2000	NA	NA	NA	NA	swab	chicken	bird
SRR29740691	Chicken	NextSeq 2000	NA	NA	NA	NA	swab	chicken	bird
SRR29740692	Chicken	NextSeq 2000	NA	NA	NA	NA	swab	chicken	bird
SRR29740693	Chicken	NextSeq 2000	NA	NA	NA	NA	swab	chicken	bird
SRR29740695	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740696	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740699	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740700	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740701	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740702	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740703	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740704	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740705	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740707	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740708	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740709	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740710	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740712	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740713	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740714	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740716	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740717	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740721	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740725	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740727	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740731	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740732	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740733	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740734	Chicken	NextSeq 2000	NA	NA	NA	NA	swab	chicken	bird
SRR29740735	Turkey	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29740737	Turkey	NextSeq 2000	NA	NA	NA	NA	swab	turkey	bird
SRR29740738	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740739	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740740	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740741	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740745	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740746	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740748	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740750	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740751	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
SRR29740752	Cattle	NextSeq 2000	NA	NA	NA	NA	milk	cattle	cattle
