sample_name	amikacin	amoxicillin	amoxicillin.clavulanic.acid	ampicillin	ampicillin.sulbactam	azithromycin	aztreonam	cefalexin	cefalotin	cefazolin	cefepime	cefotaxime	cefotaxime.clavulanic.acid	cefotetan	cefoxitin	cefpodoxime	ceftazidime	ceftriaxone	cefuroxime	cephalothin	chloramphenicol	ciprofloxacin	colistin	doripenem	doxycycline	ertapenem	fosfomycin	gentamicin	imipenem	kanamycin	levofloxacin	meropenem	minocycline	moxifloxacin	nalidixic.acid	nitrofurantoin	norfloxacin	ofloxacin	piperacillin	piperacillin.tazobactam	streptomycin	sulbactam	sulfamethoxazole	sulfamethoxazole.trimethoprim	tetracycline	ticarcillin.clavulanic.acid	tigecycline	tobramycin	trimethoprim	trimethoprim.sulfamethoxazole
ERR4035225	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035221	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035233	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035229	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035237	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035239	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035267	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035261	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035257	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035253	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035241	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035244	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035242	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035240	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035268	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035269	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035272	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035273	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035087	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035274	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035276	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035285	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035088	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035289	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035298	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035294	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035300	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035302	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035301	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035309	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035307	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035305	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035091	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035314	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035092	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035322	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035318	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035333	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035330	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035326	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035093	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035337	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035334	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035339	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035346	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035354	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035350	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035362	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035365	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035366	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035367	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035369	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035378	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035381	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035382	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035098	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035391	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035387	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035394	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035395	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035403	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035399	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035406	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035407	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035102	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035422	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035426	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035430	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035434	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035435	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035439	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035071	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035106	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035114	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035110	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035117	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035116	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035120	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035124	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035123	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035122	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035127	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035135	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035139	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035131	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035143	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035148	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	I/R
ERR4035149	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035155	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
ERR4035154	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	S	NA	NA	S
