sample_name	amikacin	amoxicillin	amoxicillin.clavulanic.acid	ampicillin	ampicillin.sulbactam	azithromycin	aztreonam	cefalexin	cefalotin	cefazolin	cefepime	cefotaxime	cefotaxime.clavulanic.acid	cefotetan	cefoxitin	cefpodoxime	ceftazidime	ceftriaxone	cefuroxime	cephalothin	chloramphenicol	ciprofloxacin	colistin	doripenem	doxycycline	ertapenem	fosfomycin	gentamicin	imipenem	kanamycin	levofloxacin	meropenem	minocycline	moxifloxacin	nalidixic.acid	nitrofurantoin	norfloxacin	ofloxacin	piperacillin	piperacillin.tazobactam	streptomycin	sulbactam	sulfamethoxazole	sulfamethoxazole.trimethoprim	tetracycline	ticarcillin.clavulanic.acid	tigecycline	tobramycin	trimethoprim	trimethoprim.sulfamethoxazole
ERR1878300	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878299	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138231	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138230	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138229	S	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878297	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138232	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138226	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138227	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138224	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138225	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138233	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138235	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138237	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138236	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138234	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138257	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138228	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2146820	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138239	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138238	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878321	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878315	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878363	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878317	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138289	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878319	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138281	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878322	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878366	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878318	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138258	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138290	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878320	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878316	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138288	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138286	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138287	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138282	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138285	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138280	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2146821	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138278	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138284	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138283	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138296	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138495	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138297	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138295	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2146822	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138292	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138291	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138293	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138299	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138298	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138294	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138302	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138303	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138304	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878323	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878367	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138301	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138300	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138306	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138682	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138305	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878368	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878324	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878326	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878327	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878469	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878325	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878380	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1878369	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138312	I/R	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138310	S	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138311	S	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138600	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138683	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138315	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138314	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138307	S	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138313	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138308	S	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138597	S	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138599	S	NA	I/R	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138731	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138317	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	S	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR2138323	S	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	S	NA	NA	NA	NA	I/R	NA	NA	NA	NA	NA	I/R	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
