sample_name	geo_loc_name	Host	isolate	LibrarySelection	LibrarySource	isolation_source	serotype	genotype	strain	majority_hosts
SRR24839423	USA: Texas	Phasianidae sp.	A/Pheasant/Texas/22-009984-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839424	USA: North Carolina	Anas crecca	A/Green-winged Teal/North Carolina/22-003444-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839425	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-009983-008/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839426	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-009982-003/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839427	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-009982-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839428	USA: Minnesota	Haliaeetus leucocephalus	A/Bald Eagle/Minnesota/22-010027-004/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839429	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-009982-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839430	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-009981-004/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839431	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-009981-003/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839432	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-009981-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839433	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-009820-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839434	USA: Iowa	Gallus gallus	A/Chicken/Iowa/22-009819-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Gallus gallus
SRR24839435	USA: Iowa	Gallus gallus	A/Chicken/Iowa/22-009819-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Gallus gallus
SRR24839436	USA: North Dakota	Meleagris gallopavo	A/Turkey/North Dakota/22-009978-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839437	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-009976-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839438	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009941-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839439	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-010000-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839440	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009940-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839441	USA: Florida	Coragyps atratus	A/Black Vulture/Florida/22-009937-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839442	USA: Florida	Strigiformes sp.	A/Black Vulture/Florida/22-009936-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839443	USA: Wisconsin	Gallus gallus	A/Backyard bird/Wisconsin/22-009934-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24839444	USA: Iowa	Meleagris gallopavo	A/Turkey/Iowa/22-009986-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839445	USA: Minnesota	Anas platyrhynchos	A/Mallard/Minnesota/22-009930-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839446	USA: Pennsylvania	Haliaeetus leucocephalus	A/Bald Eagle/Pennsylvania/22-009884-002/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839447	USA: Wyoming	Gallus gallus	A/Backyard bird/Wyoming/22-009849-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Gallus gallus
SRR24839448	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-003439-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839449	USA: Missouri	Meleagris gallopavo	A/Turkey/Missouri/22-009845-004/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839450	USA: North Carolina	Meleagris gallopavo	A/Turkey/North Carolina/22-009983-007/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839451	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009841-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839452	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009841-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839453	USA: Illinois	Anser sp.	A/Backyard bird/Illinois/22-009720-003/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24839454	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-018/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839455	USA: Maine	Gallus gallus	A/Backyard bird/Maine/22-009412-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839456	USA: Wisconsin	Buteo jamaicensis	A/Red-tailed Hawk/Wisconsin/22-009411-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839457	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009410-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24839458	USA: Wisconsin	Branta canadensis	A/Canada Goose/Wisconsin/22-009408-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839459	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-010/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839460	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-009/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839461	USA: New Hampshire	Anas platyrhynchos	A/Mallard/New Hampshire/22-003417-032/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839462	USA: North Carolina	Mareca strepera	A/Gadwall/North Carolina/22-001330-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839463	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-008/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839464	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-007/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839465	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-006/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839466	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839467	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839468	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839469	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839470	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839471	USA: Minnesota	Haliaeetus leucocephalus	A/Bald Eagle/Minnesota/22-009477-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839472	USA: Colorado	Anas platyrhynchos	A/Mallard/Colorado/22-009476-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839473	USA: New Hampshire	Anas platyrhynchos	A/Mallard/New Hampshire/22-003359-036/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839474	USA: Ohio	Gallus gallus	A/Backyard bird/Ohio/22-009419-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24839475	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-017/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839476	USA: Maine	Numididae sp.	A/Backyard bird/Maine/22-009412-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24839477	USA: Wisconsin	Aythya affinis	A/Lesser Scaup/Wisconsin/22-009407-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839478	USA: South Dakota	Haliaeetus leucocephalus	A/Bald Eagle/South Dakota/22-009405-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839479	USA: Wisconsin	Accipiter cooperii	A/Cooper's Hawk/Wisconsin/22-009404-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839480	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-009478-011/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839481	USA: Wisconsin	Haliaeetus leucocephalus	A/Bald Eagle/Wisconsin/22-009404-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839482	USA: New Hampshire	Anas platyrhynchos	A/Mallard/New Hampshire/22-003359-025/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839483	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009399-003/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24839484	USA: North Dakota	Anser caerulescens	A/Snow Goose/North Dakota/22-009399-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24839485	USA: New York	Ardea herodias	A/Great Blue Heron/New York/22-009396-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839486	USA: Iowa	Anser caerulescens	A/Snow Goose/Iowa/22-008719-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839487	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-008483-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839488	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-008483-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839489	USA: Maryland	Gallus gallus	A/Chicken/Maryland/22-008243-001/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			Gallus gallus
SRR24839490	USA: Nebraska	Gallus gallus	A/Chicken/Nebraska/22-008467-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839491	USA: South Dakota	Anser rossii	A/Ross's Goose/South Dakota/22-008384-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839492	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-008702-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839493	USA: South Dakota	Anser rossii	A/Ross's Goose/South Dakota/22-008384-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839494	USA: South Dakota	Anser rossii	A/Ross's Goose/South Dakota/22-008384-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839495	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-008383-004/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839496	USA: South Dakota	Anser caerulescens	A/Snow Goose/South Dakota/22-008383-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839497	USA: South Dakota	Branta canadensis	A/Canada Goose/South Dakota/22-008382-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839498	USA: Illinois	Branta canadensis	A/Canada Goose/Illinois/22-008379-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839499	USA: Iowa	Anser rossii	A/Ross's Goose/Iowa/22-008378-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839500	USA: South Carolina	Mareca strepera	A/Gadwall/South Carolina/22-001743-003/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			NA
SRR24839501	USA: Illinois	Anser sp.	A/Graylag Goose/Illinois/22-008377-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839502	USA: Illinois	Anser sp.	A/Graylag Goose/Illinois/22-008377-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839503	USA: Iowa	Anser rossii	A/Ross's Goose/Iowa/22-008376-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839504	USA: Iowa	Anser caerulescens	A/Snow Goose/Iowa/22-008376-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839505	USA: Iowa	Gallus gallus	A/Backyard bird/Iowa/22-008373-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Gallus gallus
SRR24839506	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-008372-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839507	USA: Maine	Melegris gallopavo	A/Backyard bird/Maine/22-008367-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24839508	USA: Maine	Gallus gallus	A/Backyard bird/Maine/22-008367-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839509	USA: Maine	Gallus gallus	A/Backyard bird/Maine/22-008366-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839510	USA: Kansas	Gallus gallus	A/Backyard bird/Kansas/22-008259-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839511	USA: South Carolina	Mareca strepera	A/Gadwall/South Carolina/22-001743-002/2022	RT-PCR	VIRAL RNA	Swab\, Oral	H5N1			NA
SRR24839512	USA: Kansas	Gallus gallus	A/Backyard bird/Kansas/22-008259-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839513	USA: Maine	Gallus gallus	A/Backyard bird/Maine/22-008064-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24839514	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001672-009/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839515	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-008242-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Meleagris gallopavo
SRR24839516	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-008239-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Meleagris gallopavo
SRR24839517	USA: Maine	Numididae sp.	A/Backyard bird/Maine/22-008064-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			NA
SRR24839518	USA: Missouri	Anser caerulescens	A/Snow Goose/Missouri/22-007698-002/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24839519	USA: Missouri	Anser caerulescens	A/Snow Goose/Missouri/22-007698-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Anser caerulescens
SRR24839520	USA: Ohio	Haliaeetus leucocephalus	A/Bald Eagle/Ohio/22-007697-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839521	USA: Massachusetts	Buteo jamaicensis	A/Red-tailed Hawk/Massachusetts/22-007696-009/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839522	USA: Massachusetts	Calidris alba	A/Sanderling/Massachusetts/22-007696-008/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839523	USA: Massachusetts	Calidris alba	A/Sanderling/Massachusetts/22-007696-007/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839524	USA: Massachusetts	Calidris alba	A/Sanderling/Massachusetts/22-007696-005/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839525	USA: Massachusetts	Calidris alba	A/Sanderling/Massachusetts/22-007696-004/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839526	USA: Massachusetts	Calidris alba	A/Sanderling/Massachusetts/22-007696-003/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839527	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001330-031/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839528	USA: Massachusetts	Calidris alba	A/Sanderling/Massachusetts/22-007696-002/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839529	USA: Massachusetts	Calidris alba	A/Sanderling/Massachusetts/22-007696-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839530	USA: Illinois	Anser rossii	A/Ross's Goose/Illinois/22-007691-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			NA
SRR24839531	USA: Iowa	Anser caerulescens	A/Lesser Snow Goose White-morph/Iowa/22-007679-010/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839532	USA: Iowa	Anser caerulescens	A/Lesser Snow Goose White-morph/Iowa/22-007679-009/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839533	USA: Iowa	Anser caerulescens	A/Lesser Snow Goose White-morph/Iowa/22-007679-008/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839534	USA: Maine	Melegris gallopavo	A/Backyard bird/Maine/22-007410-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			NA
SRR24839535	USA: Kansas	Gallus gallus	A/Poultry/Kansas/22-007391-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Gallus gallus
SRR24839536	USA: Iowa	Anser caerulescens	A/Lesser Snow Goose White-morph/Iowa/22-007679-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839537	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001330-030/2022	RT-PCR	VIRAL RNA	oropharyngeal/cloacal swab pool from individual bird	H5N1			NA
SRR24839538	USA: Iowa	Anser caerulescens	A/Lesser Snow Goose White-morph/Iowa/22-007679-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			Anser caerulescens
SRR24839539	USA: Missouri	Gallus gallus	A/Backyard bird/Missouri/22-007677-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839540	USA: Massachusetts	Branta canadensis	A/Canada Goose/Massachusetts/22-007630-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839541	USA: Maine	Gallus gallus	A/Backyard bird/Maine/22-007582-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839542	USA: Iowa	Anser rossii	A/Ross's Goose/Iowa/22-007551-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839543	USA: Wisconsin	Gallus gallus	A/Chicken/Wisconsin/22-007545-005/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839544	USA: Wisconsin	Gallus gallus	A/Chicken/Wisconsin/22-007545-004/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839545	USA: Wisconsin	Gallus gallus	A/Chicken/Wisconsin/22-007545-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839546	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-007534-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Meleagris gallopavo
SRR24839547	USA: Illinois	Anas platyrhynchos	A/Mallard/Illinois/22-007482-001/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839548	USA: North Carolina	Mareca americana	A/American Wigeon/North Carolina/22-001330-029/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839549	USA: Missouri	Anser rossii	A/Ross's Goose/Missouri/22-007472-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839550	USA: Wyoming	Gallus gallus	A/Backyard bird/Wyoming/22-009326-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839551	USA: New York	Callipepla sp.	A/Backyard bird/New York/22-009324-009/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24839552	USA: New York	Gallus gallus	A/Backyard bird/New York/22-009324-002/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839553	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-009314-002/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839554	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-009314-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839555	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-009313-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839556	USA: Michigan	Aythya americana	A/Redhead/Michigan/22-009361-008/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839557	USA: Iowa	Gallus gallus	A/Chicken/Iowa/22-009287-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			Gallus gallus
SRR24839558	USA: Nebraska	Anas sp.	A/Backyard bird/Nebraska/22-009190-001/2022	RT-PCR	VIRAL RNA	Swab\, Oropharyngeal	H5N1			NA
SRR24839559	USA: Virginia	Anas crecca	A/Green-winged Teal/Virginia/22-002768-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839560	USA: Minnesota	Meleagris gallopavo	A/Turkey/Minnesota/22-009182-004/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839561	USA: Iowa	Meleagris gallopavo	A/Turkey/Iowa/22-009227-001/2022	RT-PCR	VIRAL RNA	Swab\, Tracheal	H5N1			Meleagris gallopavo
SRR24839562	USA: Michigan	Aythya americana	A/Redhead/Michigan/22-009361-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Tracheal	H5N1			NA
SRR24839563	USA: Ohio	Anas platyrhynchos	A/Mallard/Ohio/22-009209-012/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839564	USA: Ohio	Anas platyrhynchos	A/Mallard/Ohio/22-009209-011/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839565	USA: Ohio	Anas rubripes	A/American Black Duck/Ohio/22-009209-007/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839566	USA: Ohio	Anas platyrhynchos	A/Mallard/Ohio/22-009207-012/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839567	USA: Ohio	Anas platyrhynchos	A/Mallard/Ohio/22-009207-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839568	USA: Ohio	Anas platyrhynchos	A/Mallard/Ohio/22-009207-002/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839569	USA: Ohio	Anas rubripes	A/American Black Duck/Ohio/22-009205-010/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839570	USA: Ohio	Anas rubripes	A/American Black Duck/Ohio/22-009205-005/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839571	USA: Maryland	Aythya affinis	A/Lesser Scaup/Maryland/22-003098-003/2022	RT-PCR	VIRAL RNA	Swab Pool\, Cloacal/Oropharyngeal	H5N1			NA
SRR24839572	USA: Connecticut	Corvus corax	A/Common Raven/Connecticut/22-009204-001/2022	RT-PCR	VIRAL RNA	Swab\, Cloacal	H5N1			NA
SRR24839573	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009198-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
SRR24839574	USA: South Dakota	Meleagris gallopavo	A/Turkey/South Dakota/22-009197-001/2022	RT-PCR	VIRAL RNA	swab	H5N1			Meleagris gallopavo
