sample_name	assembly_fullid_updated	yhmpu50000	order	species	carbon_class	nitrogen_class	galactose_normalized	fructose_normalized	glycerol_normalized	maltose_normalized	at_25_c	c1_d.glucose	n4_l.lysine	c23_glycerol	n5_cadaverine	c28_d.glucitol	n3_ethylamine	at_30_c	c29_d.mannitol	ethanol__assimilation	d.glucose__fermentation	c39_succinate	c12_a_a.trehalose	c6_d.xylose	c32_d.glucono.1_5.lactone	c2_d.galactose	c10_sucrose	c14_cellobiose	c15_salicin	c11_maltose	c25_ribitol	c40_citrate	c26_xylitol	c35_d.gluconate	c16_arbutin	c3_l.sorbose	at_35_c	c20_melezitose	c13_me_a.d.glucoside	environment_edited	super_domain_entity	super_independent_entity	super_plant	super_embryophyta_plant_type	super_vascular_plant_type	super_seed_producing_plant_type	super_animal	super_angiosperm_plant_type	super_arthropoda_animal_type	super_hexapoda_animal_type	super_insecta_animal_type
SRR16974529	yHMPu5000026143_candida_methanosorbosa_160519	26143	Pichiales	Candida methanosorbosa	Standard	Generalist	0.253430259110305	0.251114491276387	0.21854829166512	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988689	yHMPu5000037902_candida_michaelii_180604	37902	Serinales	Candida michaelii	Standard	Standard	0.652749280152642	0.587050965279789	0.21080556159186	0.490881330632284	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Amphix laevigatus (Endomychidae)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989011	yHMPu5000038383_candida_middelhoveniana_170713	38383	Serinales	Candida middelhoveniana	Standard	Standard	0.197483052123638	0.273585312240927	0	0.25430743909866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	rhizoplane of sugarcane	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988864	yHMPu5000035706_candida_mogii_160613	35706	Serinales	Candida mogii	Standard	Standard	0.273295604711024	0.647990274250931	0.181463408728684	0.172002223723258	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	No	fuchu-miso	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989045	yHMPu5000041849_candida_morakotiae_180604	41849	Serinales	Candida morakotiae	Standard	Standard	0.494189666373427	0.447411087596746	0	0.288572933673369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fruit body of unidentified mushroom collected in thailand	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16988688	yHMPu5000037903_candida_multigemmis_180604	37903	Serinales	Candida multigemmis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	fruit of Rubus idaeus (raspberry)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16989009	yHMPu5000038385_candida_namnaoensis_170713	38385	Phaffomycetales	Candida namnaoensis	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes	No	Yes	Yes	No	No	No	Yes	Yes	Yes	No	NA	No	No	Insect frass	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974448	yHMPu5000034929_candida_nanaspora_170307	34929	Pichiales	Candida nanaspora	Standard	Generalist	0.495026289415336	0.340934930763692	0.418297675652344	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes	No	Yes	No	No	No	Yes	No	No	male Cebus apella (ape)	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16974335	yHMPu5000034994_candida_neerlandica_190924	34994	Serinales	Candida neerlandica	Standard	Standard	0.361404955280147	0.418792071541519	0.387434171883673	0.521997917508989	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	pressed yeast	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974460	yHMPu5000034917_candida_nemodendra_160519	34917	Pichiales	Candida nemodendra	Standard	Generalist	0.522161077385776	0.39050962308439	0.558705500493643	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	Yes	No	Yes	No	Yes	Yes	No	No	No	tunnel of Xyleborus aemulus (pin-borer beetle), in Rapanea melanophloeos	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974462	yHMPu5000034916_candida_nitratophila_160519	34916	Pichiales	Candida nitratophila	Standard	Generalist	0.572413605777901	0.35300335098309	0.452193115148482	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	Dendroctonus monticolae (bark beetle), in Pinus ponderosa	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989020	yHMPu5000038373_candida_nongkhaiensis_170713	38373	Serinales	Candida nongkhaiensis	Standard	Standard	0.119078507095089	0.501160886586635	0	0.458741571062048	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Insect frass	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989183	yHMPu5000038099_candida_nonsorbophila_201018	38099	Serinales	Candida nonsorbophila	Standard	Standard	0.438228493102906	0.594311415729932	0.247455745024377	0.438284213589846	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	water Mangrove Forest	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974427	yHMPu5000034954_candida_norvegica_201018	34954	Phaffomycetales	Candida norvegica	Standard	Standard	0	0.302305251773237	0.246612806639199	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	No	No	Yes	No	Yes	Yes	No	No	No	No	sputum	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16989185	yHMPu5000038098_candida_oceani_170912	38098	Serinales	Candida oceani	Standard	Standard	0.815465619653964	0.932211672862006	0.667677771927527	0.453273353620813	Yes	Yes	NA	Yes	NA	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Deep-sea coral	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16988686	yHMPu5000037905_candida_odintsovae_180604	37905	Phaffomycetales	Candida odintsovae	Standard	Standard	0	0.723875981788155	0.458215076845979	0.913369242849938	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	sap of Betula verrucosa (birch tree)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988826	yHMPu5000035717_candida_orthopsilosis_180604.haplomerger2	35717	Serinales	Candida orthopsilosis	Standard	Standard	0.502393188016446	0	0.210318134264312	0.395943727474802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tip of a catheter	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16989047	yHMPu5000041847_candida_ortonii_170713	41847	Pichiales	Candida ortonii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	flux of old fustic tree (Maclura tinctoria, Moraceae)	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
SRR16988699	yHMPu5000037893_candida_ovalis_170912	37893	Pichiales	Candida ovalis	Standard	Standard	0	0.284626983073385	0.116675356437944	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989022	yHMPu5000038371_candida_oxycetoniae_170713	38371	Serinales	Candida oxycetoniae	Specialist	Specialist	0	0	0	0	Yes	NA	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	No	Yes	Yes	No	NA	NA	NA	No	NA	No	Yes	gut of Oxycetonia jucunda	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16989124	yHMPu5000035328_candida_palmioleophila_180604	35328	Serinales	Candida palmioleophila	Generalist	Standard	0.999490733342966	1.28023115319755	0.925239103857991	1.11503223842249	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	soil	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16989196	yHMPu5000038086_Candida_palmyrensis_SPADES	38086	Serinales	Candida palmyrensis	Standard	Standard	1.02811639677446	0	0.383650112400205	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	No	No	No	No	Yes	No	No	No	No	No	NA	No	No	Ambrosia beetle (Xloterinus politus)	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16988804	yHMPu5000037211_candida_parablackwelliae_210210	37211	Serinales	Candida parablackwelliae	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	No	Yes	No	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	No	Yes	Yes	Yes	rotting wood	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	No	No
SRR16988763	yHMPu5000037254_candida_parachauliodis_210210	37254	Serinales	Candida parachauliodis	Standard	Standard	0.488811592192859	0.509252480163997	0.13910273322377	0.418189190193559	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	No	No	Yes	Yes	No	Yes	Yes	NA	Yes	Yes	Yes	Yes	beetle larva collected in Baotianman Mountain, Henan Province, China	Yes	Yes	No	No	No	No	Yes	No	Yes	Yes	Yes
SRR16974334	yHMPu5000034995_candida_parapsilosis_170307	34995	Serinales	Candida parapsilosis	Standard	Standard	0.672293307971834	0.432119859135085	0.52922740864542706	0.483195032655252	Yes	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	No	Yes	NA	Yes	Yes	case of sprue	Yes	Yes	No	No	No	No	Yes	No	No	No	No
SRR16974536	yHDO589_candida_patagonica_180604	yHDO589	Dipodascales	Candida patagonica	NA	NA	NA	NA	NA	NA	Yes	Yes	Yes	No	NA	Yes	No	Yes	Yes	No	No	No	Yes	No	NA	Yes	Yes	No	No	Yes	No	No	No	NA	No	Yes	Yes	No	No	cellar surfaces	Yes	Yes	No	No	No	No	No	No	No	No	No
SRR16974592	yHMPu5000035260_candida_peoriensis_170713	35260	Phaffomycetales	Candida peoriensis	Standard	Generalist	0	0.982130971547236	0.800349701951298	0.884254843116256	Yes	Yes	NA	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	Yes	Yes	Yes	NA	Yes	Yes	Yes	Yes	Yes	Yes	elm (Ulmus sp.) stump	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	No
