sample_name	assembly	species	X_FC_resistance	Fluconazole_resistance	Itraconazole_resistance	Voriconazole_resistance	Posaconazole_resistance	Terbinafin_resistance	Caspofungi_resistance	Amphotericin_B_resistance	Total Drug Res	Order	Dipodascales_Fluconazole_resistance	Phaffomycetales_Fluconazole_resistance	Pichiales_Fluconazole_resistance	Saccharomycetales_Fluconazole_resistance	Serinales_Fluconazole_resistance
SRR16988868	yHMPu5000035703_cyberlindnera_americana_160613	Cyberlindnera_americana_CBS5644	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16988872	yHMPu5000035699_cyberlindnera_maclurae_160613	Cyberlindnera_maclurae_CBS8671	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16974403	yHMPu5000034979_cyberlindnera_misumaiensis_160519	Cyberlindnera_misumaiensis_CBS8062	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16974404	yHMPu5000034978_cyberlindnera_mrakii_160519	Cyberlindnera_mrakii_CBS1707	NR	R	NR	NR	NR	NR	NR	NR	1	Phaffomycetales	NA	Phaffomycetales_R	NA	NA	NA
SRR16988883	yHMPu5000035689_candida_mycetangii_160613	Cyberlindnera_mycetangii_CBS8675	NR	NR	NR	NR	NR	NR	R	NR	1	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16988885	yHMPu5000035687_cyberlindnera_suaveolens_160613	Cyberlindnera_suaveolens_CBS255	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16974409	yHMPu5000034973_danielozyma_ontarioensis_160519	Danielozyma_ontarioensis_CBS8502	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16989092	yHMPu5000041824_debaryomyces_subglobosus_160928	Debaryomyces_subglobosus_CBS792	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974369	yHAB154_kazachstania_transvaalensis_160519	Grigorovia_transvaalensis_CBS2186	NR	R	R	R	R	R	NR	NR	5	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974690	yHAB166_kazachstania_yakushimaensis_160519	Grigorovia_yakushimaensis_CBS8388	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16988881	yHMPu5000035691_candida_salmanticensis_160519	Groenewaldozyma_salmanticensis_CBS5121	NR	R	R	R	R	NR	R	NR	5	Dipodascales	Dipodascales_R	NA	NA	NA	NA
SRR16974418	yHMPu5000034963_hanseniaspora_clermontiae_160519.haplomerger2	Hanseniaspora_clermontiae_CBS8821	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycodales	NA	NA	NA	NA	NA
SRR16988918	yHMPu5000035681_candida_gotoi_160519	Hyphopichia_gotoi_CBS8531	NR	NR	NR	NR	NR	NR	R	NR	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988920	yHMPu5000035679_candida_rhagii_160613	Hyphopichia_rhagii_CBS4237	NR	NR	NR	NR	NR	NR	R	NR	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974713	yHAB164_kazachstania_aerobia_160519	Kazachstania_aerobia_CBS9918	NR	R	NR	NR	NR	R	NR	NR	2	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974275	yHAB160_kazachstania_kunashirensis_160519	Kazachstania_kunashirensis_CBS7662	NR	NR	NR	NR	NR	NR	NR	R	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974537	yHAB132_kazachstania_martiniae_160519	Kazachstania_martiniae_CBS6334	NR	R	NR	NR	NR	NR	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974521	yHAB143_kazachstania_siamensis_160519	Kazachstania_siamensis_CBS10361	NR	R	NR	NR	NR	NR	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974358	yHAB155_kazachstania_spencerorum_160519	Kazachstania_spencerorum_CBS3019	NR	R	R	R	R	NR	NR	NR	4	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974498	yHAB133_kazachstania_unispora_160519	Kazachstania_unispora_CBS398	NR	NR	NR	NR	NR	R	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974284	yHMPu5000034709_kluyveromyces_aestuarii_160519	Kluyveromyces_aestuarii_CBS4438	NR	NR	R	NR	NR	NR	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974283	yHMPu5000034710_kluyveromyces_dobzhanskii_160519	Kluyveromyces_dobzhanskii_CBS2104	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974729	yHMPu5000034742_lipomyces_suomiensis_160519	Kockiozyma_suomiensi_CBS7251	NR	NR	NR	NR	NR	NR	NR	NR	0	Lipomycetales	NA	NA	NA	NA	NA
SRR16988922	yHMPu5000035677_kodamaea_ohmeri_160519	Kodamaea_ohmeri_CBS5367	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974368	yHMPu5000034648_candida_restingae_160519	Candida_restingae_CBS8493	NR	NR	NR	NR	NR	NR	R	NR	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988925	yHMPu5000035674_kregervanrija_delftensis_160613	Kregervanrija_delftensis_CBS2614	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16988924	yHMPu5000035675_kregervanrija_fluxuum_160613	Kregervanrija_fluxuum_CBS2287	NR	R	NR	R	NR	NR	NR	NR	2	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974714	yHMPu5000034758_lipomyces_japonicus_160519	Lipomyces_japonicus_CBS7319	NR	R	NR	R	NR	NR	NR	NR	2	Lipomycetales	NA	NA	NA	NA	NA
SRR16974721	yHMPu5000034749_lipomyces_mesembrius_160519	Lipomyces_mesembrius_CBS7661	NR	NR	NR	NR	NR	NR	NR	NR	0	Lipomycetales	NA	NA	NA	NA	NA
SRR16974722	yHMPu5000034748_lipomyces_oligophaga_160519	Lipomyces_oligophaga_CBS7107	R	NR	NR	NR	NR	NR	NR	NR	1	Lipomycetales	NA	NA	NA	NA	NA
SRR16974711	yHMPu5000034760_lipomyces_kononenkoae_160519	Lipomyces_sp._CBS2514	R	R	NR	NR	NR	NR	NR	NR	2	Lipomycetales	NA	NA	NA	NA	NA
SRR16988939	yHMPu5000035662_meyerozyma_caribbica_160613	Meyerozyma_caribbica_CBS9966	NR	NR	NR	NR	NR	NR	R	NR	1	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988935	yHMPu5000035665_middelhovenomyces_tepae_160613	Middelhovenomyces_tepae_CBS5115	NR	NR	NR	NR	NR	NR	NR	NR	0	Dipodascales	Dipodascales_NR	NA	NA	NA	NA
SRR16974576	yHMPu5000034635_nadsonia_fulvescens_160519	Nadsonia_fulvescens_var._fulvescens_CBS2596	NR	NR	NR	NR	NR	NR	NR	NR	0	Dipodascales	Dipodascales_NR	NA	NA	NA	NA
SRR16974459	yHMPu5000034918_nakazawaea_holstii_160519	Nakazawaea_holstii_CBS4140	NR	NR	NR	NR	NR	R	NR	NR	1	Alaninales	NA	NA	NA	NA	NA
SRR16974373	yHMPu5000026124_ogataea_henricii_160519	Ogataea_henricii_CBS5765	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974476	yHMPu5000034899_ogataea_kodamae_160519	Ogataea_kodamae_CBS7081	NR	R	NR	NR	NR	NR	R	NR	2	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974473	yHMPu5000034902_ogataea_minuta_160519	Ogataea_minuta_CBS1708	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974471	yHMPu5000034903_ogataea_naganishii_160519	Ogataea_naganishii_CBS6429	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974677	yHMPu5000034893_ogataea_philodendra_160519	Ogataea_philodendri_CBS6075	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974678	yHMPu5000034892_ogataea_pilisensis_160519	Ogataea_pilisensis_CBS9259	NR	R	R	NR	NR	NR	NR	NR	2	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974680	yHMPu5000034891_ogataea_pini_160519	Ogataea_pini_CBS744	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974681	yHMPu5000034890_ogataea_ramenticola_160519	Ogataea_ramenticola_CBS8699	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974683	yHMPu5000034887_ogataea_trehaloabstinens_160519	Ogataea_trehaloabstinens_CBS9256	NR	NR	NR	NR	NR	NR	NR	R	1	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974684	yHMPu5000034886_ogataea_trehalophila_160519	Ogataea_trehalophila_CBS5361	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974685	yHMPu5000034885_ogataea_zsoltii_160519	Ogataea_zsoltii_CBS9262	NR	NR	NR	NR	NR	NR	NR	NR	0	Pichiales	NA	NA	Pichiales_NR	NA	NA
SRR16974686	yHMPu5000034884_peterozyma_toletana_160519	Peterozyma_toletana_CBS2504	NR	NR	NR	NR	NR	NR	NR	NR	0	Alaninales	NA	NA	NA	NA	NA
SRR16988929	yHMPu5000035671_phaffomyces_antillensis_160613	Phaffomyces_antillensis_CBS7111	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16988930	yHMPu5000035670_phaffomyces_opuntiae_160613	Phaffomyces_opuntiae_CBS7010	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16988928	yHMPu5000035672_phaffomyces_thermotolerans_160613	Phaffomyces_thermotolerans_CBS7012	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16988927	yHMPu5000035296_priceomyces_carsonii_160928	Priceomyces_carsonii_CBS2285	NR	R	NR	R	NR	NR	NR	R	3	Serinales	NA	NA	NA	NA	Serinales_R
SRR16974625	yHMPu5000034615_saturnispora_zaruensis_160519	Saturnispora_zaruensis_CBS5799	NR	R	NR	NR	NR	NR	NR	R	2	Pichiales	NA	NA	Pichiales_R	NA	NA
SRR16974670	yHMPu5000035018_candida_canberraensis_160519	Suhomyces_canberraensis_CBS8846	NR	R	NR	NR	NR	R	NR	NR	2	Serinales	NA	NA	NA	NA	Serinales_R
SRR16974665	yHMPu5000035022_candida_emberorum_160519	Suhomyces_emberorum_CBS9827	NR	R	NR	R	NR	NR	NR	NR	2	Serinales	NA	NA	NA	NA	Serinales_R
SRR16974318	yHMPu5000035011_candida_pyralidae_160519	Suhomyces_pyralidae_CBS5035	NR	R	R	R	R	R	NR	R	6	Serinales	NA	NA	NA	NA	Serinales_R
SRR16974694	yHMPu5000034875_tetrapisispora_fleetii_160519	Tetrapisispora_fleetii_CBS8957	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16988984	yHMPu5000035650_trigonopsis_variabilis_160613	Trigonopsis_variabilis_CBS1040	NR	R	NR	R	NR	NR	R	R	4	Trigonopsidales	NA	NA	NA	NA	NA
SRR16974553	yHMPu5000035271_wickerhamomyces_bovis_160928	Wickerhamomyces_bovis_CBS2616	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16989041	yHMPu5000035639_wickerhamomyces_canadensis_160613	Wickerhamomyces_canadensis_CBS1992	NR	NR	NR	NR	NR	NR	NR	NR	0	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16974556	yHMPu5000035268_wickerhamomyces_hampshirensis_160928	Wickerhamomyces_hampshirensis_CBS7208	NR	NR	NR	NR	NR	NR	R	NR	1	Phaffomycetales	NA	Phaffomycetales_NR	NA	NA	NA
SRR16989003	yHMPu5000035640_yamadazyma_philogaea_160519	Yamadazyma_philogaea_CBS6696	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16988993	yHMPu5000035641_yamadazyma_scolyti_160613	Yamadazyma_scolyti_CBS4802	NR	NR	NR	NR	NR	NR	NR	NR	0	Serinales	NA	NA	NA	NA	Serinales_NR
SRR16974704	yHMPu5000034866_zygosaccharomyces_bisporus_160519	Zygosaccharomyces_bisporus_CBS702	NR	R	NR	NR	NR	NR	NR	NR	1	Saccharomycetales	NA	NA	NA	Saccharomycetales_R	NA
SRR16974705	yHMPu5000034865_zygosaccharomyces_kombuchaensis_160519	Zygosaccharomyces_kombuchaensis_CBS8849	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycetales	NA	NA	NA	Saccharomycetales_NR	NA
SRR16974419	yHMPu5000034962_hanseniaspora_guilliermondii_170307	Hanseniaspora_guilliermondii_CBS465	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycodales	NA	NA	NA	NA	NA
SRR16974420	yHMPu5000034961_hanseniaspora_lachancei_170307.haplomerger2	Hanseniaspora_lachancei_CBS8818	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycodales	NA	NA	NA	NA	NA
SRR16974422	yHMPu5000034959_hanseniaspora_occidentalis_var_occidentalis_170307	Hanseniaspora_occidentalis_var._occidentalis_CBS2592	NR	NR	NR	NR	NR	NR	NR	NR	0	Saccharomycodales	NA	NA	NA	NA	NA
