sample_name	ampicillin_RIS	ciprofloxacin_RIS	clindamycin_RIS	daptomycin_RIS	doxycycline_RIS	erythromycin_RIS	gentamicin_RIS	kanamycin_RIS	linezolid_RIS	quinupristin_dalfopristin_RIS	streptomycin_RIS	teicoplanin_RIS	tetracycline_RIS	tigecycline_RIS	vancomycin_RIS
ERR1542203	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	S	I/R	S	S
ERR1542204	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1542205	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1542206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1542207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1542208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1542209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556849	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556851	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1556852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556855	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556856	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1556857	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1556858	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1556859	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1556860	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1556861	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1556862	S	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1556863	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1556864	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1556865	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	S	S	I/R
ERR1556866	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	S	S	S	S
ERR1556867	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1556868	S	NA	I/R	NA	NA	I/R	S	S	S	S	S	S	S	S	S
ERR1556869	S	NA	I/R	NA	NA	I/R	S	S	S	S	S	S	S	S	S
ERR1556870	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1556871	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1556872	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1556873	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1556874	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556875	I/R	NA	NA	NA	NA	I/R	NA	I/R	S	I/R	I/R	S	NA	S	I/R
ERR1556876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556877	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556879	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1556880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556881	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1556882	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1556883	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1556884	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1556885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556886	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	I/R	I/R	S	S	I/R
ERR1556888	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1556890	I/R	NA	S	NA	NA	S	S	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1556891	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556892	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1556893	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1556894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556895	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1556896	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	S	I/R	S	S	I/R
ERR1556897	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556898	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1556899	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556901	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1556902	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556903	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1556910	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556911	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1556912	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556913	I/R	NA	S	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR1556914	I/R	NA	S	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR1556915	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556916	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556917	I/R	NA	S	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR1556918	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1556919	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1556920	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1556921	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1556922	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1556923	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556924	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556925	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556926	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556927	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1556929	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1556930	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556931	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556932	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1556933	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556934	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	S	I/R	S	S
ERR1556935	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556936	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1556937	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556938	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556939	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556940	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	S	I/R	S	S
ERR1556941	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556942	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556943	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	S	S	S	S
ERR1556944	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	I/R	S	I/R	I/R	S	I/R
ERR1556945	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	I/R	I/R	I/R	S	I/R
ERR1556946	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	NA	I/R
ERR1556947	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR1556948	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	I/R	S	I/R
ERR1556949	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1556950	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1556951	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	S	I/R	I/R	S	I/R
ERR1556952	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	S	S	S	S
ERR1556954	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1556955	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	S	S	S	S
ERR1556956	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1556957	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1556958	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556959	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1556960	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1556961	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	S	S	I/R
ERR1556962	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556963	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556964	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1556965	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556966	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1556967	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	S	S	I/R	S	S	I/R
ERR1556968	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1556969	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556970	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	I/R	I/R	S	S	I/R
ERR1556971	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	S	I/R	S	S
ERR1556972	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556973	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556975	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556976	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556977	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556978	I/R	NA	I/R	NA	NA	I/R	I/R	S	S	S	S	I/R	S	S	I/R
ERR1556979	I/R	NA	S	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556980	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556981	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556982	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	S	I/R	S	S
ERR1556985	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556986	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1556987	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556988	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556989	I/R	NA	I/R	NA	NA	I/R	S	S	S	S	S	S	I/R	S	S
ERR1556990	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
ERR1556993	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556994	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	I/R	I/R	I/R	I/R	S	I/R
ERR1556995	I/R	NA	I/R	NA	NA	I/R	S	I/R	S	I/R	S	I/R	I/R	S	I/R
ERR1556996	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	S	S	I/R
ERR1557002	I/R	NA	S	NA	NA	I/R	S	S	S	S	S	I/R	I/R	S	I/R
ERR1557003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERR1557005	I/R	NA	I/R	NA	NA	I/R	I/R	I/R	S	S	S	I/R	I/R	S	I/R
